avg_error_correlation,disagreement_rate,mlp_weakness,p_value,rf_f1,ensemble_f1,difference,ci_lower,ci_upper
0.8008529791806063,-1.9366391184573002,0.05030128373067855,6.4267711259280554e-158,0.9090909090909091,0.9065934065934066,-0.0025909752709644155,0.8774928774928775,0.9400042735042734
